,ID,Kota_Kabupaten,Provinsi,Area,Regional,Jumlah_Kelurahan_Desa,PDRB,PDRB_Per_Kapita,Indeks_Pembangunan_Manusia,Jumlah_Penduduk,Luas_Wilayah,Dana_Alokasi_Umum,Pengeluaran_Riil_per_Kapita_ per_Tahun,Nilai_UMR,Jumlah_Penduduk_Miskin,Jumlah_Penduduk_Bekerja,Pengguna_Internet,Pemilik_Ponsel,Pengguna_Ponsel,Jumlah_Agen_Pulsa
139,140,Kab. Bangka Selatan,Bangka Belitung,Area 1,Sumbagsel,3/50,8676,41321,66.9,197936,3607.08,442497090,11757.0,3230000.0,7.49,88740.0,79133,109642.0,141819.0,165.0
140,141,Kab. Bener Meriah,Aceh,Area 1,Sumbagut,-/232,4425,29861,72.98,161089,1454.09,427246462,11098.0,4200479.0,28.38,77768.0,48600,82193.0,114063.0,48.0
141,142,Kab. Aceh Utara,Aceh,Area 1,Sumbagut,-/852,19778,31931,69.33,601766,3236.86,902833982,8122.0,4200479.0,106.41,238229.0,133396,290070.0,299882.0,310.0
142,143,Kab. Bangka Barat,Bangka Belitung,Area 1,Sumbagsel,4/60,14168,66466,69.08,204359,2820.61,427997278,12233.0,3230000.0,5.83,84219.0,80592,114768.0,140989.0,179.0
143,144,Kab. Musi Rawas Utara,Sumatera Selatan,Area 1,Sumbagsel,89,7111,37000,64.49,188608,6008.55,368081249,9783.0,3144446.0,37.75,92036.0,45652,89402.0,122094.0,59.0
144,145,Kab. Bangka Tengah,Bangka Belitung,Area 1,Sumbagsel,7/56,8579,43728,70.45,198693,2155.77,426219372,12909.0,3230000.0,9.64,74102.0,86518,113173.0,153919.0,187.0
145,146,Kab. Indragiri Hulu,Riau,Area 1,Sumbagteng,16/178,41659,94296,69.83,444782,7723.8,640211130,10202.0,2985193.0,26.66,196118.0,208081,261343.0,343720.0,280.0
146,147,Kab. Rokan Hulu,Riau,Area 1,Sumbagteng,6/139,33910,48994,69.38,561619,7588.13,651346142,9374.0,2960855.0,73.35,304612.0,223005,315682.0,422271.0,303.0
147,148,Kota Lhokseumawe,Aceh,Area 1,Sumbagut,-/68,8907,42987,77.31,188460,181.06,428195816,11367.0,4200479.0,22.69,79430.0,115838,115838.0,140995.0,175.0
148,149,Kab. Kampar,Riau,Area 1,Sumbagteng,8/242,77423,88878,72.83,840305,10983.47,775080963,10796.0,2950088.0,65.3,345195.0,375855,493503.0,637993.0,669.0
149,150,Kota Tanjung Pinang,Kepulauan Riau,Area 1,Sumbagteng,18/-,20168,95319,78.91,227410,2266.77,459035650,15498.0,3006999.0,19.98,77966.0,145170,164934.0,188225.0,244.0
150,151,Kab. Pelalawan,Riau,Area 1,Sumbagteng,14/104,47909,99063,71.56,390280,12758.45,602962236,11606.0,3002383.0,45.88,219186.0,186308,239140.0,315247.0,299.0
151,152,Kab. Bengkalis,Riau,Area 1,Sumbagteng,19/136,142451,248604,73.46,564542,6975.41,344485485,11331.0,3261357.0,36.96,232055.0,271924,344069.0,423087.0,499.0
152,153,Kab. Siak,Riau,Area 1,Sumbagteng,9/122,82708,168793,73.68,458174,8275.18,365851291,11799.0,3048527.0,25.38,206068.0,248306,279706.0,348183.0,411.0
153,154,Kab. Rokan Hilir,Riau,Area 1,Sumbagteng,25/159,74714,104569,69.15,636134,8881.59,491772859,9362.0,2937783.0,48.85,280311.0,239575,324772.0,475609.0,392.0
154,155,Kab. Kuningan,Jawa Barat,Area 2,Jabar,15/361,25090,23215,69.38,1166659,1110.56,1136000689,9297.0,1882642.36,139.2,453781.0,529899,655755.0,796082.0,574.0
155,156,Kab. Cianjur,Jawa Barat,Area 2,Jabar,6/354,46807,20683,65.36,2478687,3840.16,1508219679,7874.0,2534798.99,234.47,976058.0,1000803,1316894.0,1704535.0,1007.0
156,157,Kota Jakarta Pusat,DKI Jakarta,Area 2,Jabo Inner,44/-,705614,760271,81.39,1055869,48.13,924285617,2009108.88,4267349.0,41.92,409589.0,744900,767428.0,856753.0,2504.0
157,158,Kab. Majalengka,Jawa Barat,Area 2,Jabar,13/330,30912,25652,67.59,1304449,1204.24,1134532450,9416.0,1944166.36,138.21,600450.0,562635,736648.0,876732.0,624.0
158,159,Kab. Sukabumi,Jawa Barat,Area 2,Jabar,5/381,67406,27331,66.88,2726577,4145.7,1514827358,8618.0,3028531.71,175.1,1031213.0,1316741,1421519.0,1684717.0,1093.0
159,160,Kota Tasikmalaya,Jawa Barat,Area 2,Jabar,69/-,21755,32787,73.04,715128,171.61,759061154,9855.0,2264093.28,86.13,301081.0,329006,443568.0,469390.0,444.0
160,161,Kota Jakarta Selatan,DKI Jakarta,Area 2,Jabo Inner,65/-,648231,286233,84.72,2227939,141.27,924285617,2625288.26,4267349.0,78.09,1011605.0,578643,1669822.0,1839014.0,4154.0
161,162,Kab. Sumedang,Jawa Barat,Area 2,Jabar,7/270,35448,30760,71.64,1151480,1518.33,1082326099,10153.0,3139275.37,118.38,526229.0,583947,699219.0,835858.0,692.0
162,163,Kota Bandung,Jawa Barat,Area 2,Jabar,151/-,289312,115361,81.51,2445287,167.67,1601834557,16630.0,3623778.91,100.02,1183193.0,1735666,1763263.0,1928166.0,2477.0
163,164,Kab. Tasikmalaya,Jawa Barat,Area 2,Jabar,-/351,37219,21218,65.67,1866330,2551.19,1403102763,7761.0,2251787.92,181.52,813411.0,690165,978623.0,1225602.0,665.0
164,165,Kab. Pangandaran,Jawa Barat,Area 2,Jabar,-/93,11323,28358,68.06,423901,1010.0,514231954,8968.0,1860591.33,36.05,223517.0,179752,247446.0,301679.0,263.0
165,166,Kab. Garut,Jawa Barat,Area 2,Jabar,21/421,57579,21956,66.12,2586734,3074.07,1697761221,7597.0,1961085.7,262.78,1071026.0,1057376,1271293.0,1571623.0,1175.0
166,167,Kota Jakarta Timur,DKI Jakarta,Area 2,Jabo Inner,65/-,492191,167534,82.66,3038266,188.03,924285617,1958914.61,4267349.0,122.73,1257752.0,684548,2137043.0,2444334.0,2697.0
167,168,Kab. Pandeglang,Jawa Barat,Area 2,Jabo Outer,13/326,28324,23371,65.0,1271660,2746.89,1125384369,8572.0,2758909.0,120.44,481092.0,69118,584482.0,768914.0,606.0
168,169,Kota Jakarta Barat,DKI Jakarta,Area 2,Jabo Inner,56/-,473843,182956,81.38,2435638,129.54,924285617,2144621.63,4267349.0,110.9,1148244.0,484357,1715385.0,1938554.0,2658.0
169,170,Kab. Ciamis,Jawa Barat,Area 2,Jabar,7/258,31583,26425,70.49,1228042,1414.71,1124523808,9190.0,1880654.54,91.39,593039.0,532138,690013.0,910417.0,621.0
170,171,Kab. Lebak,Banten,Area 2,Jabo Outer,5/340,28918,22200,63.91,1387920,3426.56,1025617979,8690.0,2710654.0,120.83,596379.0,70817,593123.0,773063.0,622.0
171,172,Kota Cimahi,Jawa Barat,Area 2,Jabar,15/-,32226,52459,77.83,567373,39.27,542550698,11921.0,3700000.0,31.64,272553.0,390392,395077.0,449614.0,354.0
172,173,Kab. Bandung,Jawa Barat,Area 2,Jabar,10/270,124001,32846,72.39,3624917,1767.96,1991762404,10203.0,3139275.37,263.6,1688206.0,2031823,2065587.0,2491946.0,1883.0
173,174,Kota Serang,Banten,Area 2,Jabo Outer,66/-,31765,46130,72.16,691074,266.71,618641127,13212.0,3773940.0,42.24,292638.0,89492,409797.0,422331.0,536.0
174,175,Kota Bogor,Jawa Barat,Area 2,Jabar,68/-,46472,41788,76.11,1042043,118.5,769048963,11348.0,4169806.58,75.04,486867.0,689952,688036.0,764102.0,844.0
175,176,Kota Cirebon,Jawa Barat,Area 2,Jabar,22/-,23457,73461,74.89,333537,37.36,548788411,11397.0,2219487.67,30.61,138667.0,200741,217464.0,272425.0,310.0
176,177,Kota Jakarta Utara,DKI Jakarta,Area 2,Jabo Inner,31/-,525173,289684,80.29,1780108,146.66,924285617,1995226.7,4267349.0,123.59,822076.0,1210851,1211341.0,1378947.0,2150.0
177,178,Kab. Serang,Banten,Area 2,Jabo Outer,-/326,76944,51010,66.7,1623757,1734.28,1034125411,10665.0,4152887.0,74.8,614320.0,678792,839571.0,997684.0,849.0
178,179,Kota Sukabumi,Jawa Barat,Area 2,Jabar,33/-,12384,37678,74.21,346559,48.25,474164097,10609.0,2530182.63,25.42,140827.0,197526,224840.0,252155.0,283.0
179,180,Kab. Karawang,Jawa Barat,Area 2,Jabar,12/297,230986,98128,70.66,2440212,1652.2,1216810516,11277.0,4594324.0,195.41,1013472.0,1320805,1343123.0,1652600.0,1566.0
180,181,Kab. Cirebon,Jawa Barat,Area 2,Jabar,12/412,49186,22430,68.75,2271748,984.52,1430715056,10212.0,2196416.09,247.94,955506.0,1076411,1255468.0,1563636.0,1031.0
181,182,Kab. Bandung Barat,Jawa Barat,Area 2,Jabar,-/165,47180,27755,68.08,1789463,1305.77,1026882842,8329.0,3145427.79,179.46,704266.0,904432,1019127.0,1177304.0,1011.0
182,183,Kab. Subang,Jawa Barat,Area 2,Jabar,8/245,39853,24973,68.95,1596447,1893.95,1203407054,10715.0,2965468.0,149.81,762065.0,701713,898726.0,1039959.0,942.0
183,184,Kota Tangerang Selatan,Banten,Area 2,Jabo Outer,54/-,82840,47394,81.36,1353323,147.19,564580206,15667.0,4168268.0,40.99,761851.0,990030,1065435.0,1065435.0,1654.0
184,185,Kota Banjar,Jawa Barat,Area 2,Jabar,9/16,4357,23797,71.7,200720,113.49,353432625,10329.0,1831884.83,11.16,88846.0,92974,116069.0,132645.0,140.0
185,186,Kab. Bogor,Jawa Barat,Area 2,Jabar,19/416,237113,39748,70.4,5428195,2710.62,1883157955,10323.0,4083670.0,465.67,2538637.0,3045702,3101377.0,3710319.0,3232.0
186,187,Kota Tangerang,Banten,Area 2,Jabo Outer,104/-,175238,78585,78.25,1896613,153.93,846130955,14484.0,4168268.0,118.22,1030255.0,1313774,1467736.0,1467736.0,1762.0
187,188,Kab. Purwakarta,Jawa Barat,Area 2,Jabar,9/183,67572,70176,70.82,996842,825.74,813567867,11372.0,4039067.66,80.17,406779.0,506767,589185.0,719170.0,675.0
188,189,Kota Depok,Jawa Barat,Area 2,Jabar,63/-,71042,29517,80.97,2057462,200.29,862665355,15262.0,4202105.0,60.43,1112358.0,1570114,1495904.0,1612789.0,1766.0
189,190,Kota Cilegon,Banten,Area 2,Jabo Outer,43/-,104249,238444,73.05,435130,175.5,599460814,13010.0,4246081.0,16.31,178699.0,257890,322909.0,322909.0,425.0
190,191,Kota Bekasi,Jawa Barat,Area 2,Jabar,56/-,98209,32694,81.5,2544803,206.61,1163901497,15755.0,4589708.0,134.01,1383287.0,1966515,1883277.0,2093130.0,2238.0
191,192,Kab. Tangerang,Banten,Area 2,Jabo Outer,28/246,141088,37121,71.92,3246746,1011.86,1126643872,12203.0,4168268.0,242.16,1596938.0,1815209,1970692.0,2192278.0,2340.0
192,193,Kab. Kepulauan Seribu,DKI Jakarta,Area 2,Jabo Inner,6/-,7969,327998,71.63,27496,8.7,924285617,1122234.55,4267349.0,3.63,9985.0,14095,14788.0,17697.0,40.0
193,194,Kab. Indramayu,Jawa Barat,Area 2,Jabar,8/309,80391,46510,67.29,1835561,2040.11,1307670691,9633.0,2297931.11,220.31,818449.0,901629,1023899.0,1333908.0,909.0
194,195,Kab. Bekasi,Jawa Barat,Area 2,Jabar,7/180,327730,87072,74.07,3114144,1224.88,1109084444,11155.0,4498961.0,186.3,1619175.0,1942766,1942197.0,2127886.0,2340.0
195,196,Kota Surabaya,Jawa Timur,Area 3,Jatim,154/-,580756,200524,82.23,2875441,350.54,1209468472,17157.0,4200479.0,145.67,1499094.0,1984881,626973.0,2084578.0,3117.0
196,197,Kab. Sidoarjo,Jawa Timur,Area 3,Jatim,31/322,204022,90697,80.29,2083928,634.38,1157958587,14168.0,4193581.0,127.05,1120482.0,444781,1462667.0,1619250.0,1636.0
197,198,Kota Semarang,Jawa Tengah,Area 3,Jateng,177/-,191547,105587,83.05,1654651,373.78,1194313031,15550.0,2715000.0,79.58,925963.0,1170767,1161548.0,1310122.0,1761.0
198,199,Kab. Pasuruan,Jawa Timur,Area 3,Jatim,24/341,145920,89665,68.6,1607096,1474.02,1120144764,9933.0,4190133.0,151.43,829988.0,139524,822733.0,942049.0,726.0
199,200,Kab. Gresik,Jawa Timur,Area 3,Jatim,26/330,139044,105907,76.11,1310188,1191.25,890343102,12845.0,4197030.0,164.05,633270.0,184574,801682.0,973506.0,807.0
200,201,Kab. Cilacap,Jawa Tengah,Area 3,Jateng,15/269,114194,66119,69.95,1945984,2124.47,1295279562,10639.0,2158327.0,198.6,807407.0,940906,157028.0,1077515.0,855.0
201,202,Kab. Kudus,Jawa Tengah,Area 3,Jateng,9/123,110514,126837,75.0,848157,425.15,764591304,11318.0,2218451.95,64.24,483983.0,482340,527535.0,625288.0,458.0
202,203,Kab. Malang,Jawa Timur,Area 3,Jatim,12/378,103760,39813,70.36,2655575,3530.65,1592832074,9844.0,3018530.0,265.56,1386930.0,318425,1484577.0,82022.0,1239.0
203,204,Kab. Banyuwangi,Jawa Timur,Area 3,Jatim,28/189,83607,51801,70.62,1709241,5782.4,1322509373,7892.0,2314278.0,130.37,885676.0,165903,1019276.0,1332313.0,848.0
204,205,Kab. Mojokerto,Jawa Timur,Area 3,Jatim,5/299,82392,73716,73.83,1118182,717.83,924376463,12454.0,4179787.0,118.8,588987.0,149686,645787.0,784435.0,588.0
205,206,Kab. Bojonegoro,Jawa Timur,Area 3,Jatim,11/419,78047,62453,69.04,1300608,2198.79,890015652,9926.0,2016780.0,161.1,689890.0,150475,730803.0,901159.0,459.0
206,207,Kab. Jember,Jawa Timur,Area 3,Jatim,22/226,77234,31516,67.11,2537856,3092.34,1644233797,9090.0,2355662.0,247.99,1243242.0,273294,1326069.0,1668280.0,1000.0
207,208,Kota Malang,Jawa Timur,Area 3,Jatim,57/-,72773,83581,81.45,842783,145.28,810812876,16158.0,4375000.0,38.77,437737.0,607673,666177.0,666177.0,893.0
208,209,Kab. Tuban,Jawa Timur,Area 3,Jatim,17/311,65016,55437,68.4,1196985,1834.15,982179381,10048.0,2532234.0,187.13,627296.0,525075,602120.0,730641.0,534.0
209,210,Kab. Banyumas,Jawa Tengah,Area 3,Jateng,30/301,53949,31866,71.98,1778045,1335.3,1317798068,11703.0,1900000.0,225.84,824866.0,236360,977022.0,1335264.0,819.0
210,211,Kab. Semarang,Jawa Tengah,Area 3,Jateng,27/208,49767,47226,74.1,1052067,950.21,917605364,12116.0,2229880.5,79.88,600322.0,604669,769000.0,769000.0,699.0
211,212,Kab. Sleman,Yogyakarta,Area 3,Jateng,-/86,47581,39012,83.84,1124777,574.82,947130689,15926.0,1846000.0,99.78,676334.0,815789,762571.0,909208.0,1256.0
212,213,Kab. Brebes,Jawa Tengah,Area 3,Jateng,5/292,46215,25546,66.11,1979886,1902.37,1261293035,10238.0,2810000.0,308.78,821061.0,875802,1377380.0,1377380.0,634.0
213,214,Kab. Pati,Jawa Tengah,Area 3,Jateng,5/401,43064,34189,71.77,1323161,1489.19,1131935623,10660.0,1891000.0,127.37,607706.0,126974,799372.0,963996.0,635.0
214,215,Kab. Kendal,Jawa Tengah,Area 3,Jateng,20/266,42535,43802,72.29,1017478,1118.13,921727933,11597.0,2261775.0,97.49,493062.0,547810,588347.0,728425.0,505.0
215,216,Kab. Kediri,Jawa Timur,Area 3,Jatim,1/343,41205,26174,72.05,1636421,1386.05,1176199423,10853.0,2008504.0,179.93,854801.0,182524,903495.0,1089366.0,699.0
216,217,Kab. Jombang,Jawa Timur,Area 3,Jatim,4/302,40494,32041,72.97,1317035,1115.09,1028640058,10999.0,2654095.0,125.94,670678.0,180925,753388.0,956425.0,637.0
217,218,Kab. Klaten,Jawa Tengah,Area 3,Jateng,10/391,39799,33872,75.56,1259479,658.22,1175695180,12074.0,1947821.16,151.83,606253.0,176958,744937.0,868232.0,628.0
218,219,Kab. Lamongan,Jawa Timur,Area 3,Jatim,4/302,39734,33415,72.58,1343138,1782.05,1111233893,11108.0,2423724.0,164.68,634816.0,165727,735618.0,902724.0,564.0
219,220,Kab. Tulungagung,Jawa Timur,Area 3,Jatim,14/257,39215,37733,73.0,1088748,1055.65,1087050427,10455.0,1958844.0,76.4,561390.0,607046,666915.0,801848.0,525.0
220,221,Kab. Sragen,Jawa Tengah,Area 3,Jateng,12/196,37836,42488,73.95,975924,941.54,1006988298,12720.0,1815914.85,119.38,458856.0,108082,560972.0,675058.0,455.0
221,222,Kab. Karanganyar,Jawa Tengah,Area 3,Jateng,15/162,37013,41751,75.86,930936,775.44,924285617,11569.0,1989000.0,91.72,484423.0,498625,523005.0,614666.0,521.0
222,223,Kab. Sukoharjo,Jawa Tengah,Area 3,Jateng,17/150,36927,41403,76.98,906560,489.12,867256150,11557.0,1938000.0,68.89,454419.0,567341,576129.0,669334.0,672.0
223,224,Kab. Blitar,Jawa Timur,Area 3,Jatim,28/220,36447,31402,70.58,1222718,1336.48,1067772656,10863.0,1954705.0,108.55,652531.0,160401,681104.0,981069.0,534.0
224,225,Kab. Tegal,Jawa Tengah,Area 3,Jateng,6/281,35232,24455,68.39,1598123,876.1,1097564744,9798.0,1896000.0,117.5,644978.0,148969,878027.0,1069100.0,588.0
225,226,Kab. Probolinggo,Jawa Timur,Area 3,Jatim,5/325,34020,29114,66.07,1151510,1696.21,945721138,10700.0,2503265.0,218.35,607717.0,81528,637750.0,790269.0,343.0
226,227,Kab. Sumenep,Jawa Timur,Area 3,Jatim,4/330,33299,30580,66.43,1123409,1998.54,1106373716,8722.0,1954705.0,220.23,651507.0,72948,604487.0,820692.0,375.0
227,228,Kab. Boyolali,Jawa Tengah,Area 3,Jateng,6/261,32704,33209,74.25,1061686,1008.45,966489944,13079.0,1942500.0,100.59,549582.0,114448,569978.0,693275.0,539.0
228,229,Kab. Lumajang,Jawa Timur,Area 3,Jatim,7/198,32691,31362,65.46,1118224,1790.9,920012364,8931.0,1982295.0,102.6,533458.0,92600,578931.0,716946.0,416.0
229,230,Kab. Magelang,Jawa Tengah,Area 3,Jateng,5/367,32491,25175,69.87,1298832,1102.93,997304689,9387.0,2042200.0,146.34,741284.0,654135,834028.0,834028.0,564.0
230,231,Kab. Jepara,Jawa Tengah,Area 3,Jateng,11/184,30231,24032,71.99,1183920,1059.25,948599557,10609.0,2040000.0,91.14,634386.0,616295,823910.0,823910.0,637.0
231,232,Kab. Wonogiri,Jawa Tengah,Area 3,Jateng,43/251,29047,30273,70.25,1042150,1793.67,1084170043,9426.0,1797000.0,104.37,557865.0,472194,614020.0,714340.0,481.0
232,233,Kab. Kebumen,Jawa Tengah,Area 3,Jateng,11/449,27944,23326,69.81,1349411,1211.74,1206245637,9066.0,1835000.0,211.09,595203.0,656379,697223.0,943912.0,537.0
233,234,Kab. Grobogan,Jawa Tengah,Area 3,Jateng,7/273,27291,19808,69.87,1454653,2013.86,1054010287,10350.0,1830000.0,172.26,710909.0,646458,793527.0,958694.0,591.0
234,235,Kab. Nganjuk,Jawa Timur,Area 3,Jatim,20/264,26665,25284,71.72,1102875,1224.25,1005432269,11768.0,1954705.0,122.73,540021.0,111761,598286.0,731124.0,421.0
235,236,Kab. Bantul,Jawa Tengah,Area 3,Jateng,-/75,26345,25869,80.01,984743,506.86,931996005,15517.0,1790500.0,138.66,579229.0,625056,610016.0,735376.0,743.0
236,237,Kab. Demak,Jawa Tengah,Area 3,Jateng,6/243,26184,22518,72.22,1202929,900.12,875987653,10344.0,2810000.0,146.87,574602.0,577369,783762.0,783762.0,465.0
237,238,Kab. Blora,Jawa Tengah,Area 3,Jateng,24/271,25977,30031,68.84,883306,1821.59,883338891,9795.0,1834000.0,103.73,468013.0,395900,474448.0,196591.0,397.0
238,239,Kab. Pemalang,Jawa Tengah,Area 3,Jateng,11/211,25483,19560,66.32,1472616,1118.03,1130573652,8546.0,1865000.0,209.03,589786.0,124916,801259.0,1004230.0,524.0
239,240,Kab. Purbalingga,Jawa Tengah,Area 3,Jateng,15/224,24918,26679,68.97,997534,677.55,847952218,10131.0,1940800.0,149.48,469748.0,446974,686299.0,686299.0,338.0
240,241,Kab. Bangkalan,Jawa Timur,Area 3,Jatim,8/273,24676,25009,64.11,1059350,1001.44,951659130,8393.0,1954705.0,204.0,442212.0,410522,571615.0,687049.0,480.0
241,242,Kab. Pekalongan,Jawa Tengah,Area 3,Jateng,13/272,22857,25461,69.63,967794,837.0,890703494,10508.0,2018161.27,91.86,446922.0,461958,516279.0,624034.0,316.0
242,243,Kab. Temanggung,Jawa Tengah,Area 3,Jateng,23/266,21657,28053,69.57,789147,837.71,770269689,9489.0,1825200.0,77.33,343400.0,368751,507592.0,507592.0,315.0
243,244,Kab. Banjarnegara,Jawa Tengah,Area 3,Jateng,12/266,21599,23397,67.45,1016740,1023.73,914958948,9547.0,1748000.0,144.95,466173.0,447798,525889.0,686315.0,347.0
244,245,Kab. Batang,Jawa Tengah,Area 3,Jateng,9/239,21574,28070,68.65,800691,788.65,753352485,9573.0,2061700.0,70.57,387741.0,370074,566832.0,566832.0,362.0
245,246,Kab. Ponorogo,Jawa Timur,Area 3,Jatim,26/281,20499,23525,70.81,948291,1305.7,1001863677,9426.0,1913321.0,86.74,491137.0,156742,549444.0,701374.0,412.0
246,247,Kab. Ngawi,Jawa Timur,Area 3,Jatim,4/213,20434,24616,70.54,869030,1295.98,988487546,11187.0,1913321.0,128.19,474058.0,87983,485333.0,602617.0,333.0
247,248,Kab. Situbondo,Jawa Timur,Area 3,Jatim,4/132,20220,29606,67.38,684940,1669.87,761038751,9692.0,1913321.0,83.74,390052.0,63345,373249.0,455650.0,315.0
248,249,Kab. Bondowoso,Jawa Timur,Area 3,Jatim,10/209,19869,25614,66.43,775124,1525.97,862433102,10429.0,1954705.0,110.24,460888.0,68926,488334.0,473884.0,242.0
249,250,Kab. Sampang,Jawa Timur,Area 3,Jatim,6/180,19700,20125,62.7,968667,1233.08,796403646,8569.0,1913321.0,224.74,470702.0,60292,458151.0,809767.0,348.0
250,251,Kab. Rembang,Jawa Tengah,Area 3,Jateng,7/287,18934,29669,70.02,644306,887.13,734621624,10551.0,1802000.0,100.08,314797.0,278386,412226.0,412226.0,317.0
251,252,Kab. Madiun,Jawa Timur,Area 3,Jatim,8/198,18932,27731,71.73,743323,1037.58,826600103,11351.0,1913321.0,78.3,375502.0,86886,419633.0,537644.0,366.0
252,253,Kab. Gunung Kidul,Yogyakarta,Area 3,Jateng,-/144,18890,25433,69.98,746134,1485.36,887858891,9486.0,1705000.0,127.61,448155.0,357893,402586.0,529368.0,400.0
253,254,Kab. Magetan,Jawa Timur,Area 3,Jatim,28/207,18856,29979,73.92,669785,688.84,856858765,11539.0,2423724.0,65.09,364079.0,80961,381935.0,497424.0,301.0
254,255,Kab. Wonosobo,Jawa Tengah,Area 3,Jateng,29/236,18854,23851,68.22,878097,981.41,810365559,10871.0,1859000.0,137.64,405187.0,403755,629974.0,629974.0,273.0
255,256,Kab. Purworejo,Jawa Tengah,Area 3,Jateng,25/469,18673,25995,72.68,768853,1091.49,934828751,10342.0,1845000.0,84.79,378951.0,353696,420386.0,557356.0,351.0
256,257,Kab. Trenggalek,Jawa Timur,Area 3,Jatim,5/152,18553,26646,69.74,730098,1147.22,842342631,9400.0,1913321.0,81.06,400493.0,66915,422014.0,555433.0,284.0
257,258,Kab. Pamekasan,Jawa Timur,Area 3,Jatim,11/178,17043,19367,66.26,849030,792.24,809642625,8536.0,1913321.0,129.41,454970.0,72044,451546.0,652069.0,368.0
258,259,Kota Batu,Jawa Timur,Area 3,Jatim,5/019,16926,81575,75.9,212793,136.74,455694746,12466.0,2794800.0,8.12,113826.0,131166,135392.0,152948.0,182.0
259,260,Kab. Pacitan,Jawa Timur,Area 3,Jatim,5/166,15978,28774,68.39,585083,1389.92,748480938,8527.0,1913321.0,80.82,357969.0,52609,339672.0,385340.0,227.0
260,261,Kab. Kulon Progo,Yogyakarta,Area 3,Jateng,88,12017,27932,74.46,436629,586.27,663335010,10041.0,1750500.0,78.06,256632.0,244719,247529.0,312160.0,248.0
261,262,Kota Kediri,Jawa Timur,Area 3,Jatim,46/-,139253,484513,78.23,286543,63.4,582747476,11976.0,2060925.0,22.19,142122.0,188988,222760.0,222760.0,230.0
262,263,Kota Surakarta,Jawa Tengah,Area 3,Jateng,51/-,48003,92387,82.21,522598,46.01,799696465,15049.0,1956200.0,47.03,266082.0,127335,368062.0,420955.0,518.0
263,264,Kota Yogyakarta,Yogyakarta,Area 3,Jateng,45/-,36599,84732,86.61,373823,32.5,631639948,18678.0,2004000.0,31.62,243570.0,292716,282399.0,325595.0,493.0
264,265,Kota Tegal,Jawa Tengah,Area 3,Jateng,27/-,15288,61174,75.07,273572,39.68,462030024,13250.0,1925000.0,19.55,114121.0,49361,171390.0,216770.0,175.0
265,266,Kota Madiun,Jawa Timur,Area 3,Jatim,27/-,14108,79705,80.91,194922,33.92,476135673,15616.0,1954705.0,8.83,91730.0,132437,155021.0,155021.0,189.0
266,267,Kota Salatiga,Jawa Tengah,Area 3,Jateng,23/-,13316,68609,83.14,192069,57.36,427568712,15944.0,2810000.0,9.69,102053.0,136573,155902.0,155902.0,178.0
267,268,Kota Probolinggo,Jawa Timur,Area 3,Jatim,29/-,11350,47849,73.27,239396,56.67,440456818,11796.0,2319796.0,17.72,112502.0,130873,152488.0,178799.0,131.0
268,269,Kota Pekalongan,Jawa Tengah,Area 3,Jateng,27/-,10874,35409,74.98,307384,45.25,436146579,12680.0,2072000.0,22.16,146219.0,36447,179941.0,221768.0,193.0
269,270,Kota Magelang,Jawa Tengah,Area 3,Jateng,17/-,8810,72146,78.99,121273,16.06,418992998,12514.0,1853000.0,9.27,60612.0,27694,82089.0,96751.0,96.0
270,271,Kota Pasuruan,Jawa Timur,Area 3,Jatim,34/-,8289,41356,75.26,207753,35.29,412604511,12931.0,2794801.0,13.4,99441.0,121122,162554.0,162554.0,118.0
271,272,Kota Mojokerto,Jawa Timur,Area 3,Jatim,18/-,6809,52780,78.04,132181,16.47,375978526,13155.0,2456302.0,8.09,64400.0,85472,101975.0,101975.0,112.0
272,273,Kota Blitar,Jawa Timur,Area 3,Jatim,21/-,6792,47875,78.57,148896,32.57,402974374,13391.0,1954635.0,11.1,77018.0,97776,98897.0,124012.0,109.0
273,274,Kab. Bulukumba,Sulawesi Selatan,Area 4,Sulawesi,27/109,14215,33796,68.99,437841,1154.67,672997972,10513.0,3103800.0,30.0,199431.0,172444,245559.0,351431.0,295.0
274,275,Kab. Barru,Sulawesi Selatan,Area 4,Sulawesi,15/40,7271,41711,71.0,184199,1174.71,493676854,10923.0,3103800.0,14.44,70068.0,69765,103342.0,136614.0,153.0
275,276,Kota Palangka Raya,Kalimantan Tengah,Area 4,Kalimantan,30/-,18259,62601,80.77,293691,23990.0,606015976,14055.0,2931674.0,10.23,134616.0,277533,323762.0,326661.0,387.0
276,277,Kab. Nduga,Papua,Area 4,Malpua,-/248,1216,12336,31.55,106280,2168.0,573202494,3975.0,3516700.0,36.54,61100.0,697,5879.0,8051.0,1.0
277,278,Kab. Gorontalo Utara,Gorontalo,Area 4,Sulawesi,-/123,3370,29289,64.86,124704,1676.15,381954333,8921.0,2788826.0,19.56,49768.0,43188,69048.0,92351.0,43.0
278,279,Kab. Sidenreng Rappang,Sulawesi Selatan,Area 4,Sulawesi,38/68,13894,46010,71.21,320224,2506.19,588705480,12073.0,3103800.0,15.36,117843.0,143274,192137.0,243113.0,277.0
279,280,Kab. Takalar,Sulawesi Selatan,Area 4,Sulawesi,24/76,10157,34007,67.31,301087,566.51,576931979,10454.0,3103800.0,25.38,133211.0,119703,164273.0,228160.0,205.0
